,B1_mean,B1_std,B1_p2p,B1_impulse,B2_mean,B2_std,B2_p2p,B2_impulse,B3_mean,B3_std,B3_p2p,B3_impulse,B4_mean,B4_std,B4_p2p,B4_impulse
2004-02-12 10:32:39,0.05833287758191331,0.07347801857138431,0.8400000000000001,7.782917949872702,0.07183163240392648,0.09005695039182222,0.9770000000000001,7.141700429627968,0.08324190634308314,0.10843569769119901,1.934,12.289483085402749,0.04306655598417764,0.053168986414166626,0.457,6.130046714136877
2004-02-12 10:42:39,0.05899521461008769,0.07533943565983704,0.757,6.576804619906497,0.07400571316958819,0.09338429070377878,0.938,6.499498206277154,0.08443542165144764,0.10978967438630122,1.433,8.906214776830062,0.044541042043067094,0.05597556205439696,0.478,5.590349677029107
2004-02-12 10:52:39,0.060236437326040664,0.07618881285867954,0.903,8.35042745435659,0.07422662239367123,0.09370711796791674,0.994,6.776544368842077,0.08392607060891626,0.10985482562219519,1.719,11.116926995756176,0.04444308804140667,0.056039387348527286,0.688,7.965243091798342
2004-02-12 11:02:39,0.06145544216026119,0.07869447820550035,1.184,9.89334676682466,0.07384408418379779,0.0929199952754173,1.043,7.705424290776767,0.08445744421114317,0.11061977492029132,1.951,12.029727035783907,0.04508140045900594,0.05668636393294509,1.038,11.645600949717622
2004-02-12 11:12:39,0.06136075980272448,0.07844003535080543,0.782,6.372150560994833,0.07560876995947072,0.09533966832958578,0.938,6.427825770218391,0.0828368084379122,0.10750307385579856,1.516,9.307456607021255,0.045118365154547535,0.056778490326852685,0.45599999999999996,5.40799736790567
2004-02-12 11:22:39,0.06166482738414932,0.07829592813340773,0.8049999999999999,7.1191312555728175,0.07327862688607763,0.09239458365915386,0.96,7.8331162085278585,0.08487924215049512,0.11050893497103442,1.643,10.155604340477392,0.04417222520630746,0.05549690236862292,0.489,5.591749087721537
2004-02-12 11:32:39,0.06194389374481137,0.07861870018874302,0.796,6.586605641563748,0.07459290004394699,0.09390677991215113,1.04,7.815757259156314,0.0826263001123098,0.10737697990328521,1.6139999999999999,10.844004860221407,0.044658577078957803,0.056206039612250895,0.45599999999999996,5.351715518777956
2004-02-12 11:42:39,0.06123052883441498,0.0777484534542011,0.749,6.777664800548755,0.07417159040968728,0.09322804812764843,0.82,5.5277229156792,0.08202192489867637,0.10622320374143225,1.5470000000000002,9.460885012862247,0.0438400800820339,0.055457700032163985,0.456,5.223530604220919
2004-02-12 11:52:39,0.06227974998779191,0.07900737564891369,0.747,6.197841193576785,0.07580775428487717,0.09585877235120442,1.07,8.086244023222395,0.08437228380291958,0.11058141863664253,1.736,11.461109696387505,0.0442722300893584,0.055798025170116866,0.557,7.453882475175364
2004-02-12 12:02:39,0.05989027784559737,0.07568802269516567,0.722,6.3115419329748095,0.0751147516968594,0.09472730616726306,0.883,6.203841315759602,0.08450603056789824,0.10975937067575918,1.445,9.241943974311848,0.04397397333854041,0.05539286268563957,0.5449999999999999,6.617550744384449
2004-02-12 12:12:39,0.06237125836222416,0.0792245844907782,0.815,6.653705743595343,0.07550495629669339,0.0951273609612409,0.793,5.297665472822972,0.08223799990233874,0.10600915015348415,1.218,7.417495570471096,0.04417080912153785,0.05544061255782932,0.54,6.588061341581975
2004-02-12 12:22:39,0.06083705259045822,0.07762551856432799,0.913,7.791304473457396,0.07464759021436533,0.09331047926626979,0.8180000000000001,5.559456089717636,0.08055198007715209,0.10458755814350813,1.595,10.763236349616657,0.04360154304409258,0.054701403974947674,0.505,6.330051203024896
2004-02-12 12:32:39,0.06109014112017134,0.07736738469875891,0.778,6.547701358442666,0.07483221837003735,0.09436813706953902,1.045,8.218385254315066,0.08078705014893349,0.1044103452288834,1.213,7.612606214315636,0.043524488500413926,0.054602214469895057,0.456,5.376283744213896
2004-02-12 12:42:39,0.06259866204404413,0.07985356531667373,0.852,6.901105964470084,0.07548815860149384,0.09483047086471763,0.776,5.5240451976231935,0.08062556765467017,0.10488455983706525,1.326,8.483661199505116,0.044679281214901986,0.05618204583526769,0.513,5.9535425093472725
2004-02-12 12:52:39,0.06234069046340073,0.07918356474685086,0.8049999999999999,6.769254508782667,0.07560125006103757,0.09476843790151065,0.847,6.097782769832591,0.08039816397284996,0.10365570051418597,1.37,8.594723633655951,0.044245519800769774,0.055550133858621974,0.447,5.130462949065652
2004-02-12 13:02:39,0.06162976707847048,0.07864894818243864,0.725,6.019818305132031,0.07528429122515723,0.09462762441579997,0.987,6.814170548086057,0.08099931637286957,0.10470876806188693,1.396,8.950692826375953,0.04468836368963167,0.05623160847496462,0.538,6.511762256972413
2004-02-12 13:12:39,0.061884955320083805,0.07843091842954435,0.8200000000000001,7.093808143342544,0.07599184530494661,0.09568657089108355,0.9059999999999999,6.263829995045735,0.08330416524244287,0.1086957226987658,1.7189999999999999,11.548042012068178,0.04454856194149975,0.05611091748275641,0.5760000000000001,6.734224112418125
2004-02-12 13:22:39,0.06124630108892012,0.07760856675037517,0.849,7.2494173869435965,0.07403252111919466,0.09292764558964087,0.864,6.132440083582266,0.08016592607060845,0.10421088843062859,1.7530000000000001,12.27454166915397,0.043482103618339686,0.05476243783514635,0.5860000000000001,7.083373948589119
2004-02-12 13:32:39,0.06147629278773367,0.07778027602281305,0.761,6.587905380020076,0.07533194980223569,0.09495414874022672,0.8300000000000001,5.641696532689333,0.08176219541969808,0.10521837361813373,1.3250000000000002,8.267879752127335,0.044156159968747145,0.05554342759831508,0.451,5.1861393781090035
2004-02-12 13:42:39,0.06184325406513929,0.07890395817650608,0.874,7.616028734579478,0.07581947360710942,0.09547638631161565,0.933,6.317638163542793,0.08151184139850559,0.10675647976267645,1.8530000000000002,11.470726019166364,0.04355427511108798,0.05467956277012633,0.444,5.257807630041386
2004-02-12 13:52:39,0.06221309634259428,0.0790188825040652,0.8029999999999999,6.6706212099568765,0.0759205527613651,0.09565495943390534,0.899,6.401428629314704,0.08089569803213054,0.1056068747485239,1.5510000000000002,10.989459534015056,0.043924801015672824,0.0552672940065661,0.471,5.509415965564691
2004-02-12 14:02:39,0.06262576297670744,0.07934651362208368,0.742,6.083758215316376,0.07640636749841274,0.09608048847566386,0.8939999999999999,6.3607264147205544,0.08229376434396181,0.10640044514435086,1.396,8.542567053582372,0.043765808877385355,0.05517166194762819,0.498,6.0778038113091375
2004-02-12 14:12:39,0.06251403877142421,0.07946986023266757,0.6859999999999999,5.5027639672713935,0.07490766150690953,0.09432790257263868,0.764,5.566853798546837,0.08181249084427897,0.10652558222837955,1.5899999999999999,11.880826386891147,0.04342741344792116,0.05468455969326899,0.562,6.746890425591896
2004-02-12 14:22:39,0.06260691440011662,0.07972520288681659,0.759,6.277261924910772,0.07650100102544034,0.09624520285361339,0.888,6.091423559869917,0.08113311196835775,0.10517889752465007,1.3530000000000002,8.430589970057637,0.04504121294984937,0.056564844786468164,0.486,5.861298635406374
2004-02-12 14:32:39,0.06244855705845013,0.07936012379966836,0.85,6.997759765545584,0.07664822501098695,0.09673594619147605,1.0670000000000002,8.702093230526742,0.08357327017920721,0.10797981866748375,1.528,10.134819400793667,0.044517115093509356,0.05602810781451945,0.437,4.941919518771248
2004-02-12 14:42:39,0.061328873480149676,0.07756402481957503,0.7130000000000001,6.603741060580322,0.075141950290541,0.09473329012473192,0.984,8.024811675348634,0.08256545729771915,0.10657044365340884,1.254,8.332782528160307,0.04414287807021669,0.0554080253119777,0.501,5.867311134267613
2004-02-12 14:52:39,0.06145202402461037,0.07773002054436448,0.732,6.313868520337318,0.07666233702817458,0.09623348594976985,0.862,5.765542991959118,0.08087235704868433,0.10561207409336727,1.321,8.816362302520517,0.04386727867571524,0.055134831192668605,0.46399999999999997,5.4026601866963375
2004-02-12 15:02:39,0.06127867571658738,0.07746439283560286,0.769,6.5275562065014565,0.07556155085697537,0.09511618724474075,0.883,5.876004329773662,0.08216592607060814,0.1074191106443641,1.87,11.939255685586643,0.044179793935249616,0.055405429627190375,0.444,5.024921581240637
2004-02-12 15:12:39,0.06190634308315825,0.07824789408174163,0.735,6.3159925223619355,0.0751534742907366,0.09467661749760241,0.925,6.945786670894357,0.08251682211045452,0.10655187404524769,1.263,8.82244348946838,0.043844572488889844,0.05508348802827131,0.518,6.2949638765422575
2004-02-12 15:22:39,0.06188978954050451,0.07882607163340637,0.871,7.884983995310286,0.07588436935397207,0.09586946676707768,0.948,6.246345644502468,0.08026402656379703,0.10489638056383446,1.499,9.668092085851244,0.04373260413105965,0.05516899408206873,0.5489999999999999,6.4711444841449195
2004-02-12 15:32:39,0.0617283558767513,0.07855317795022039,0.803,6.528604144335903,0.0756454905024654,0.09490181738649134,0.904,5.975240519925886,0.08135905073489866,0.1048679992688452,1.275,7.86636513355329,0.043278187411493176,0.05432322666342974,0.447,5.198923833400839
2004-02-12 15:42:39,0.0632109478001852,0.08021421611729512,0.774,6.2647375776073995,0.07551774989013156,0.09488075113465722,0.893,6.170734703801014,0.08134772205674126,0.10489156207835669,1.316,8.346884004033786,0.045092338493089114,0.05673540471000904,0.473,5.300235205956979
2004-02-12 15:52:39,0.06069144001171898,0.0774009953009581,0.732,6.392993804811365,0.07611431222227626,0.09547423585822862,0.915,6.122370240161174,0.08006855803506024,0.10423734707970346,1.351,8.542679133805452,0.04403042140729397,0.05528312608682516,0.5740000000000001,7.040586714635581
2004-02-12 16:02:39,0.06227061868255216,0.07899065254700496,0.74,6.038160659954272,0.07644362517701023,0.09624881912735515,0.935,6.226810919782922,0.08200849650861862,0.10670404864947584,1.621,10.681820022245347,0.04452233995800438,0.05589017896065642,0.542,6.536044607594418
2004-02-12 16:12:39,0.061526783534351634,0.07822658891714289,0.6619999999999999,5.834857266666038,0.07732325797158054,0.0978472831316909,0.891,6.246503479942894,0.08342111431222181,0.10812328189055136,1.302,7.875703955967712,0.04420699252893071,0.055525936596214805,0.452,5.134934249405062
